qclass redshift N_pre N_post echo_duration_w1 pre_median_flux_w1 pre_median_e_flux_w1 pre_median_total_flux_w1 pre_rms_flux_w1 post_max_flux_w1 post_mean_flux_w1 post1yr_max_flux_w1 post1yr_mean_flux_w1 post1yr_sum_flux_w1 e_post_max_flux_w1 name chi2 sigma_rise sigma_fade e_sigma_rise e_sigma_fade n_rise n_fade mean_color color_slope e_mean_color e_color_slope ra dec ndetections ndetections_negative ndetections_g ndetections_r median_color offset_rms_r offset_unc_r offset_sig_r offset_med_r offset_weighted_r offset_rms_g offset_unc_g offset_sig_g offset_med_g offset_weighted_g offset_sig offset_rms_ps1 offset_med_ps1 offset_sig_ps1 flare_n_pre flare_n_post flare_peak_mag flare_peak_jd flare_amplitude_mag flare_duration_day flare_postpeak_duration_day flare_prepeak_duration_day fEdd Lbol MBH MBH_ref df_over_rms rms_over_err
Unknown nan 12 2 282.64841755013913 -1.8257068057548008e-06 8.369373214873401e-06 0.00030547180946384624 3.029533599328696e-05 0.0001395712519285861 0.0001344499647804013 0.0001395712519285861 0.0001344499647804013 0.0002688999295608026 9.495894855616568e-06 ZTF19adawqog 0.4294187978028428 57.687831076149386 446.20626667170046 6.8002744464283325 87.25620857454162 144.0 80.0 -0.21058049962506376 -0.00013122092955996913 0.024916926192279892 0.0005772374705155654 162.2840448 37.2212606 250.0 0.0 147.0 99.0 0.0 0.35833061742715955 0.23412141807190556 0.9563145253445154 0.22949964707569717 0.22389371279641923 0.3067366083864981 0.27168062426312256 0.5406668875558543 0.16614458279921987 0.146888717529574 0.9563145253445154 0.2683803868912818 0.09879738760582663 0.9879738760582663 96.0 144.0 19.3646 2458891.7366 -1.1183000000000014 385.90150000015274 332.1748999999836 53.72660000016913 -1.0 7.046465871885878e+44 0.0 "" 4.4379756940208095 3.6197855222238666
Unknown nan 10 4 678.1997331748717 1.719019513754992e-07 1.0619440496951035e-05 0.0007094170888088197 2.4068414016057027e-05 0.00016945015273204812 0.00013886565354737047 0.00016945015273204812 0.00014854427079988907 0.00029708854159977814 1.1543394722123755e-05 ZTF18abvmqur 0.5813666464782223 97.27617121713351 282.71263958386845 16.909284871387047 267.36209641758927 51.0 22.0 0.4479657090441773 -0.002107775200995065 0.05980721163899143 0.00235875918440827 105.233898 36.9808483 73.0 505.0 18.0 55.0 0.0 0.3234393417690571 0.19349183812198636 0.8253962497590419 0.1353662232575807 0.15970743754487116 0.4223373106881536 0.21025796485013465 2.0573635700415402 0.45533969956947645 0.4325770771937417 0.8253962497590419 0.34152609543877865 0.1612697782354471 1.612697782354471 24.0 42.0 19.5887 2458448.8429051 -1.050699999999999 157.72063430026174 77.84572920016944 79.87490510009229 -1.0 4.056892177310724e+45 0.0 "" 6.171751520511036 2.26644840874313
Unknown nan 10 4 645.3251897147857 -9.2212930150434e-06 9.68098474814999e-06 0.00048207688978719765 2.907801451942892e-05 0.00020088082773413556 0.00017826323138927808 0.00020088082773413556 0.00019121764434430576 0.0003824352886886115 1.0823597366436459e-05 ZTF18acqywlx 0.4841364978628396 56.546772809360576 141.18168587292413 8.612939624868728 77.91258913412257 24.0 59.0 -0.22102607232383734 -0.0008727496305697811 0.09586938513211925 0.002895250613172313 134.2561745 33.9149776 83.0 0.0 15.0 68.0 0.0 0.2330201775229111 0.1775074491378162 1.2544066906056774 0.24571483467673888 0.2226665318308236 0.2688876542699108 0.21530090116219125 1.2444765258040598 0.24091075188420313 0.267936917480807 1.2544066906056774 0.19503996708623508 0.08472332884675578 0.8472332884675577 20.0 61.0 19.5391 2458506.8935417 -1.2243999999999993 136.8086000001058 60.7994582997635 76.0091417003423 -1.0 3.67312300073944e+45 0.0 "" 6.576021351682755 3.003621560811327
Unknown 0.137 11 3 415.0110997799784 2.3685936721278768e-05 1.5190288716087593e-05 0.0011579076470160643 7.363059017014273e-05 0.00041867355161694103 0.00038188778507004453 0.00036519212271638927 0.00036349490179659634 0.0007269898035931927 1.3733774625336235e-05 ZTF19abjmnlw 0.8789562452107528 20.607950601839608 109.50785036077998 2.4423382684582835 15.13844951640201 14.0 22.0 -0.0891263896107404 -0.0007231084944128968 0.053151030664418654 0.0016553055418831336 328.3271685 -19.2272978 70.0 0.0 30.0 40.0 0.0 0.24313533357723982 0.16077263448734053 1.5241355166461672 0.19252941695029857 0.24503928232692815 0.2203752558179883 0.18350322503977967 1.444658837740327 0.22462651403288028 0.2650995558075698 1.5241355166461672 0.1884449056645264 0.05969985404616459 0.5969985404616459 15.0 54.0 18.6567 2458732.7303 -1.6371000000000002 493.7262999997474 451.8780999998562 41.84819999989122 -1.0 1.1751051553714202e+45 0.0 "" 4.936737583613636 4.847214661046088
Unknown nan 11 2 280.1659070602618 4.512551585545385e-06 1.3810983381470923e-05 0.00023481620704295786 1.7825341693793593e-05 0.00014870439137204463 0.00012183397305507996 0.00014870439137204463 0.00012183397305507996 0.00024366794611015993 9.741061547491874e-06 ZTF20aabhraq 0.6058914822277861 8.89728654152466 32.106650048583006 0.6618719441001536 3.561986691019322 127.0 39.0 0.15974911546947604 0.009221831665460374 0.1541943382189794 0.006622221334411169 122.6969034 11.5210863 166.0 0.0 12.0 154.0 0.0 0.28616346302912615 0.23877376405292103 0.8590376831192199 0.21196824762655908 0.20511566106167656 0.2524147925560223 0.27749748327704093 0.13519408342952374 0.05365600430174672 0.03751601790563914 0.8590376831192199 0.2933756073160422 0.17068966750833825 1.7068966750833825 129.0 32.0 19.1401 2458867.8394 -1.493500000000001 53.843699999619275 32.90959999989718 20.934099999722093 -1.0 6.923230757956594e+44 0.0 "" 6.834874480835336 1.290664191060313
Unknown nan 10 4 211.0615699100308 -4.36242213724383e-06 1.0712116965737871e-05 0.0006124756369897294 2.307016211964518e-05 0.00011801799826892025 7.486524092115951e-05 0.00011801799826892025 0.00011264138782364982 0.00022528277564729963 1.1425681646629288e-05 ZTF18acmxowe 0.6319775845991131 34.26589552548242 48.81883782361219 4.700885380722171 23.55685548403253 15.0 7.0 -0.22551385336736582 -0.0022108191585117477 0.08542339674060649 0.0046121099064869615 35.7930685 -9.5400386 22.0 0.0 12.0 10.0 0.0 0.3219392560038118 0.2152742428949743 0.6519135163432545 0.14669602448040817 0.14034018866379455 0.3585204242087816 0.23627348307952542 1.2514592296517415 0.22661420961171416 0.2956866311218367 0.6519135163432545 0.0 0.0 0.0 10.0 8.0 19.0224 2458475.6243 -1.2254000000000005 72.85605000006035 32.04300000006333 40.81304999999702 -1.0 3.9291315045809754e+44 0.0 "" 4.882557272006819 2.15365106574488
Unknown nan 12 3 471.39394188998267 -2.12841311880977e-06 8.827748234109808e-06 0.00038089686041799996 1.3424608319049886e-05 0.0003819225341183868 0.0003256138372056777 0.0003819225341183868 0.00036238670229244037 0.0007247734045848807 1.2302958647359418e-05 ZTF19abiptrq 0.35625583805887306 24.299328270573984 87.1082340851349 5.556742177084013 11.711890204389748 14.0 53.0 -0.007261235019523421 0.0035982657043176457 0.05688123707359291 0.0026587250635281803 357.1603031 19.2627651 81.0 0.0 14.0 53.0 0.0 0.27805207451587427 0.20871743961633865 1.8015984368960207 0.3594619378953073 0.3760250129657353 0.19160271631216474 0.25084497601136835 1.16362515279998 0.31850790196159273 0.2918895235403358 1.8015984368960207 0.19352653599119995 0.15874265203431673 1.5874265203431672 24.0 56.0 19.2816 2458717.8751 -1.1641999999999975 103.77099999971688 74.80400000000373 28.966999999713153 -1.0 1.9599555856606843e+45 0.0 "" 26.994210458878246 1.520728498710252
TDE? 0.0296 10 4 617.5399019997567 6.885868706136193e-06 1.8807641402614775e-05 0.002442632315740164 2.774802730444915e-05 0.0060702783191747016 0.0030583638926480333 0.0019155545139836329 0.0018728519699980147 0.0037457039399960293 4.781965071440216e-05 ZTF19aaiqmgl 1.9623800568704686 10.566422205897968 52.91879968846885 3.603729280573209 2.6902795237628525 4.0 26.0 0.4283921985409246 0.003240820937964873 0.040116916916160414 0.001448099171738743 125.9031975 4.3840166 200.0 0.0 79.0 121.0 0.0 0.272128913345191 0.11597210699129337 1.9689619530006588 0.22373963798589547 0.22834466627517835 0.1394287638449857 0.1468915736180942 0.3564663799888869 0.05142080512060326 0.052361907498513126 1.9689619530006588 0.20676111073061124 0.0885700164732387 0.885700164732387 5.0 238.0 16.7977 2458534.8152083 -3.3831000000000024 704.0697022997774 692.9824916999787 11.08721059979871 19.387770275268196 3.173008368083152e+45 6.1 F20 67.49495917130366 1.4753592282225998
Unknown 0.1602 11 3 402.11057222029194 -7.513125411498684e-06 1.1244306969362648e-05 0.0008057018468866939 3.3763007667633904e-05 0.0003055676653474335 0.0002460936288912747 0.0003055676653474335 0.00029402406366728286 0.0005880481273345657 1.2365240709194726e-05 ZTF19aazejcw 27.963524061363778 1.0000000000000007e-09 19.306768735408543 999.0 0.0 2.0 17.0 -1.0 0.1 -999.0 -999.0 16.9496545 24.4801504 22.0 0.0 14.0 5.0 0.0 0.20303622124305595 0.18584277807261945 0.4369628912079899 0.1486172264557759 0.08120639761673663 0.2430581546060721 0.1937729556761339 0.9051461066360149 0.11761991157604208 0.1753928364016057 0.4369628912079899 0.24403783430334117 0.17295564865529225 1.7295564865529225 1.0 21.0 18.9219 2458646.9505 -1.630700000000001 563.7100000004284 563.7100000004284 0.0 -1.0 1.0595061872008331e+45 0.0 "" 8.708467757424998 3.0026757326732487
TDE? 0.097 11 3 339.36245306022465 -3.059021213290681e-06 1.228269076869662e-05 0.0009542837983115929 2.5023486617816545e-05 0.0003461109769273265 0.0001860244432832031 0.0003461109769273265 0.0001860244432832031 0.0005580733298496093 1.4697369824240027e-05 ZTF19abvgxrq 4.923842992194106 9.288786718844213 54.733605310681526 0.5418151953976805 1.422164879305905 11.0 64.0 0.022324466712427618 0.0006943781919474579 0.03324757794633619 0.0008356500677771877 67.3446535 0.6187781 89.0 0.0 43.0 46.0 0.0 0.1588685707588599 0.16465519852103064 0.9503324204234145 0.15011805753280152 0.15647717334578887 0.2616379361892473 0.18088766016508698 1.8862767517659544 0.3724738917466617 0.3412041880507441 0.9503324204234145 0.21111798670397966 0.12472528227640461 1.247252822764046 18.0 129.0 17.34 2458750.641 -2.946200000000001 1468.8727900004014 417.19990000035614 1051.6728900000453 2.5849325162042605 8.440973987967827e+44 6.4 F20 7.433993756519726 2.037296801576314
TDE? 0.2875 10 3 361.8916978398338 -1.9585904231394205e-05 1.755296601443305e-05 0.00010331016014622344 4.426192772359698e-05 0.0003588739453572562 0.00022065716985303157 0.0003588739453572562 0.00022065716985303157 0.0006619715095590947 9.398879058118381e-06 ZTF19abkdlkl 0.7081818889603004 33.555842225573976 127.19124349950113 2.918590094001223 7.4772452983840845 34.0 99.0 0.6156039406323283 0.0010969591849109715 0.03375990849002036 0.0007971435824250261 43.3341044 44.301508 133.0 0.0 46.0 87.0 0.0 0.21530559312049163 0.24816906817732148 0.3900601644653778 0.0944991428530229 0.09680086754846556 0.26076882377841626 0.2813583736091748 0.19230984018753985 0.06736714927050522 0.05410798386420654 0.3900601644653778 0.2604655517316694 0.16943462625748226 1.6943462625748225 23.0 107.0 19.124 2458717.7061 -1.6578000000000017 210.68842939985916 181.91146939992905 28.776959999930114 1.744859716317215 6.968527221493738e+44 6.487437132400978 V21 4.985258916669246 2.5216210005307533
Unknown nan 10 4 491.91534460010007 -6.893415331456601e-07 8.6164432114225e-06 0.00031269312823304285 1.068698125445794e-05 0.0006027761884131412 0.00029146445048663466 0.0006027761884131412 0.0003455549284982796 0.0010366647854948387 1.082311622227741e-05 ZTF18adbifqw 1.208569796456427 12.359788123912404 116.1309595171698 2.5020932584751443 6.995083346053473 8.0 56.0 0.5062639011410941 0.0020206053753948736 0.049382439424240906 0.001043411809082805 196.3536361 21.9544352 66.0 0.0 23.0 41.0 0.0 0.1992047948426938 0.1778529235070371 1.0948742525237598 0.18511842693067818 0.1947265866839327 0.1975466123252913 0.20611647580918896 0.4583073012298685 0.15060439835033382 0.09446468576712087 1.0948742525237598 0.18681900926577957 0.10653052092095903 1.0653052092095903 24.0 38.0 18.7792 2458513.9613 -1.8827999999999996 195.68030000012368 156.71510000014678 38.9651999999769 -1.0 2.1343172581606778e+45 0.0 "" 32.3341943127425 1.240300782147627
Unknown 0.695 12 2 176.9367825598456 8.334803137507664e-07 8.135607974728778e-06 0.00010998685490963426 1.1322360839527418e-05 0.0002926383392265732 0.00020481713008142316 0.0002926383392265732 0.00020481713008142316 0.0004096342601628463 8.824410848283206e-06 ZTF19adcddzk 0.389672326923347 55.87161697572121 233.48872297544966 1.543514031158912 7.786284835921829 107.0 92.0 0.029890708528296072 0.0002645830934499152 0.019028255811973763 0.00016478228485067967 137.1072147 42.8948902 214.0 0.0 83.0 129.0 0.0 0.2735968802092142 0.2839961154663916 1.263921584530434 0.353262737320729 0.35894882026076974 0.217210975747546 0.305558625471447 0.981558437340764 0.2820693616903031 0.2999236469337453 1.263921584530434 0.19498723157844136 0.22154565255476852 2.215456525547685 118.0 115.0 18.0814 2458974.7244 -2.1571 380.8728000000119 253.09449999965727 127.77830000035465 -1.0 9.611143964997577e+43 0.0 "" 18.08961337518828 1.3917043292520346
TDE? 0.103 11 2 167.6274005547166 -5.842761249046845e-06 8.082936416000652e-06 0.0007131021702584645 1.5467648392356942e-05 0.00047206173296455555 0.00032550696904827184 0.00047206173296455555 0.00032550696904827184 0.0006510139380965437 1.0316314291799389e-05 ZTF18abjjkeo 0.717754264829785 23.105863016452343 62.93243493932983 2.554126013829822 3.6248217729051944 23.0 50.0 0.33744430020871 0.0019243003999714382 0.02760479022658572 0.0012775196243796862 166.9288117 74.6339013 73.0 1.0 38.0 35.0 0.0 0.39706099556127433 0.17265846205700103 1.6152382358003046 0.29053226744964744 0.27888454964894416 0.35887587248603825 0.19527985126968664 0.09237829016077771 0.03693554382037351 0.018039618763144628 1.6152382358003046 0.3388877680665596 0.1509036953596159 1.509036953596159 24.0 49.0 18.4077 2458978.7639 -1.6522000000000006 100.77879999997094 66.93959999969229 33.83920000027865 0.6238409506692874 2.037122905228088e+44 6.4 F20 21.044373442644016 1.9136174771507313
Unknown nan 11 3 289.0933543997817 -2.2324770655814766e-06 6.22362115143443e-06 0.00015298674071860855 1.2008241059516086e-05 6.566679817522544e-05 4.9143760169892264e-05 6.566679817522544e-05 5.788519643319158e-05 0.00011577039286638315 6.5270874567928355e-06 ZTF19aaleqcx 0.4111148789279507 58.30734794130521 359.789887362103 15.817270049474176 66.00125462422511 56.0 179.0 -0.12603887993814147 -0.00041996664126334535 0.02900797069153727 0.0008317859173439752 213.3346461 44.3167665 295.0 0.0 163.0 132.0 0.0 0.3205067538253843 0.2584820303231929 1.5729518371033684 0.4214470045235421 0.4065797844550748 0.2916673608736862 0.2807285835108352 0.913159332913015 0.26995007538481763 0.25634992604836987 1.5729518371033684 0.249565479158835 0.2660643560893508 2.660643560893508 24.0 226.0 19.791 2458558.9238 -1.0705999999999989 381.03690000018105 345.11670000012964 35.92020000005141 -1.0 7.371475948292558e+44 0.0 "" 4.820455897437178 1.9294620876382245
Unknown nan 12 2 218.55522519955412 5.484676175637632e-06 7.322300421144614e-06 0.00020270852138829347 3.178309128936052e-05 0.000940072480202999 0.0006625443527549647 0.000940072480202999 0.0006625443527549647 0.0013250887055099294 1.1168679929772878e-05 ZTF20aaetsrw 0.5233433331759304 27.776293024105247 205.54712059231076 1.937879195287624 9.625564374491882 29.0 38.0 0.20072477500122324 8.740049830599599e-05 0.038645117317376694 0.0004149340499654707 102.3235381 62.5134005 67.0 0.0 29.0 38.0 0.0 0.30523273626161496 0.25338224089308237 0.5717778012770139 0.13782276881711394 0.14487834058048932 0.28972350376561584 0.28712546789082466 1.0805158859977761 0.26920346504214016 0.3102436293305804 0.5717778012770139 0.28786530858730364 0.12020905110934241 1.202090511093424 27.0 37.0 18.8188 2458903.6764 -2.116299999999999 373.8589999997057 322.11259999964386 51.74640000006184 -1.0 4.213088909628711e+44 0.0 "" 20.84581221892514 4.340588266165707
Unknown nan 11 3 465.50172700500116 1.1748087754030368e-06 7.441195648011771e-06 0.000978223233537939 2.250609359291712e-05 0.0001588044120262355 0.00015160472617503702 0.0001588044120262355 0.0001563424674494434 0.0003126849348988868 7.627294620036427e-06 ZTF18aaqoukh 1.3532943685420145 73.64759742482893 43.11002265881044 8.851018707299263 4.086889876354955 30.0 53.0 -0.02883700769660533 -0.0024665390487431434 0.04033701461275401 0.0017361917906278212 244.7161635 63.173284 88.0 105.0 50.0 33.0 0.0 0.40694709517863903 0.16686380124487418 1.1192717983412008 0.1282570419225253 0.18676594689739903 0.4392326938107403 0.17964125580234838 1.0977795222357196 0.13591537663329908 0.19720649196852671 1.1192717983412008 0.4278090635461939 0.14317240280295113 1.4317240280295112 13.0 73.0 18.8783 2458539.8613 -1.4694000000000003 108.87269999971613 57.00749999983236 51.86519999988377 -1.0 1.911264658501721e+45 0.0 "" 6.946672766821065 3.024526522015393
