name,flux,ra,dec
J0153-3310,0.439,0.49379158775630333,-0.5789929175165877
J0153+7115,0.221,0.49493545436783454,1.2435784272025363
J0154-5107,0.233,0.4988511530500055,-0.8924049257801644
J0154-6604,0.764,0.49969966959136025,-1.1531568272730888
J0154+4743,0.496,0.5015123530626845,0.8329416092640795
J0155-4048,0.363,0.504477188150777,-0.7122996907867711
J0155+2230,0.159,0.5060680575820211,0.39275660930227363
J0156-2412,0.203,0.5083061580772019,-0.42262428189310725
J0156+3914,0.269,0.5084296926271021,0.6849007651880443
J0156-5439,0.22,0.509760666679317,-0.9540575656142515
J0157+7442,0.44,0.5130515353803344,1.3039705320247101
J0158+2124,0.193,0.5148799810655775,0.3737079035075821
J0158-5810,0.152,0.5167504187908472,-1.0154725349950413
J0158-1413,0.229,0.5180515085156667,-0.24816215427793356
J0158+1307,0.216,0.5189644741030894,0.22894230736303697
J0159+3106,0.159,0.5209992664296932,0.5430292919957438
J0200-4010,0.205,0.5244597323375074,-0.7013232554404147
J0200+0322,0.342,0.5265670350223838,0.05899943602313549
J0200-1542,0.159,0.527318425445306,-0.27419541398762576
J0201-6638,0.281,0.5285252608455333,-1.1630324640191838
J0201+0343,0.171,0.5317079207328123,0.06491295962511531
J0201-1132,0.616,0.532120298038217,-0.20145674633519775
J0202+3943,0.261,0.5324458719023282,0.6932910932885482
J0202+4205,0.31,0.5354999794908294,0.7345719122751846
J0203+8106,0.207,0.5372611539326041,1.4155260689030424
J0203+7232,0.347,0.5391165682272828,1.266205670719828
J0203+3042,0.241,0.5399082000522699,0.5359995169391936
J0203+3041,0.161,0.5399870614455243,0.535666307259605
J0203+1134,0.701,0.5400817422849526,0.20209656837949697
J0203+5411,0.232,0.5400817619199068,0.9459569393833356
J0204-3328,0.18,0.5431365810209664,-0.5843481291016253
J0204+0903,0.178,0.5435798360369989,0.15819113009958446
J0204+1514,1.565,0.5447182701657892,0.2659253639435261
J0204+4403,0.271,0.5450364495061919,0.768851014942509
J0204+3649,0.26,0.5450951226759885,0.6426593070424299
J0204-1701,1.361,0.5452462641894983,-0.2970930518635806
J0205+3212,1.445,0.5457735740441407,0.5621419262920537
J0205+1444,0.17,0.5463693036416214,0.25730218918888936
J0205+2416,0.177,0.546966023058954,0.4236924958749731
J0205+7522,0.294,0.5481723113711828,1.315436407774579
J0206-2212,0.182,0.5512385049284219,-0.3875583912954871
J0206-1150,0.282,0.5516756498376313,-0.2067232176240451
J0206-6143,0.163,0.5526878048135505,-1.0773151800981469
J0206-3024,0.198,0.5529228125246669,-0.5308633418481755
J0207+6246,0.947,0.554361423722568,1.0955435000835536
J0207+3152,0.269,0.5566865538246246,0.5562095930827998
J0208-6216,0.198,0.5585905243426468,-1.0869306151114475
J0208-0047,0.248,0.5604212889886893,-0.013886487918684002
J0208-1739,0.16,0.5610465106508157,-0.30821875489432876
J0209+2932,0.16,0.5634973217668643,0.5156756865375202
J0209-0438,0.263,0.565106101185116,-0.08099368071539435
J0209+6437,0.169,0.565485808108585,1.127898524585432
J0209+1352,0.33,0.5654865561276136,0.24202263492394863
J0209+7229,0.408,0.5666349880114137,1.265202117599127
J0210-2213,0.188,0.567963445298847,-0.38793337572161035
J0210-5101,1.025,0.5705917966151183,-0.8904179785279558
J0211+1051,0.656,0.5725536173074726,0.18953693274831437
J0212-1746,0.24,0.5776053401096249,-0.3101563697849719
J0213+1820,0.27,0.5810876898282653,0.32010040375430965
J0213+3652,0.152,0.5838265915356329,0.6436095909690305
J0214-6149,0.569,0.5858637099497973,-1.079067551074934
J0214+3918,0.175,0.5864850982871099,0.6861037101039247
J0214-2438,0.179,0.5887363869991732,-0.4300086147209546
J0215-0222,0.582,0.5921042061033582,-0.041581268690720895
J0216-5200,0.257,0.5936444938566622,-0.9076316930951736
J0216-1017,0.176,0.5962390792332817,-0.1794925633879007
J0216+4331,0.167,0.5964542112803205,0.7596748358626295
J0216-3247,0.37,0.5969160888140277,-0.5723751574399376
J0217-0820,0.37,0.5979688784001477,-0.14569791447600894
J0217+0837,0.559,0.5990206337332419,0.15040810346887148
J0217+7349,3.116,0.600016079799567,1.288502030984461
J0217+0144,0.915,0.6013353590549626,0.030493321591979247
J0217-1631,0.227,0.6019385696426717,-0.28832099218495344
J0218+3640,0.278,0.6057777477090034,0.6401604910816374
J0219+0120,0.651,0.6070127506144182,0.023561296851475913
J0219-1842,0.269,0.6080408421190152,-0.3265644243706176
J0219-6806,0.205,0.6095364024650224,-1.1886576477146908
J0220+1652,0.199,0.6109204188185345,0.2945174736558102
J0220-1305,0.25,0.6129172819407221,-0.2284396850694606
J0220+3241,0.332,0.6143597521343216,0.5704631145317183
J0220-6330,0.356,0.6148046775031702,-1.1083780661356442
J0221+355A,0.556,0.6156262238352043,0.6272215680120234
J0221+355B,0.308,0.6156280762113171,0.6272221922581194
J0221-1302,0.32,0.6161195909628863,-0.22770642313907188
J0221+2809,0.171,0.6169200388095354,0.49132090497589004
J0221-4712,0.591,0.6173495509575936,-0.8240702633796636
J0222-1615,0.214,0.6196446110728558,-0.2836962321623578
J0222+4302,0.536,0.6224725135910452,0.751111164763625
J0222-3441,0.945,0.6236935281188376,-0.6054776493493935
J0223-5347,0.278,0.6262004842225393,-0.938889693028891
J0223-1656,0.16,0.6271377891536015,-0.2957251849689151
J0224+0659,1.006,0.630385887397746,0.1219953227011272
J0225-2312,0.213,0.6328870357001956,-0.4051514594297223
J0225+1846,0.207,0.6330213814739811,0.32777655141521145
J0225+3118,0.239,0.6339057862753581,0.5465684252258959
J0225+2955,0.166,0.6340777747286741,0.5222031407091596
J0225+1134,0.292,0.6357296259639831,0.20199987500575628
J0226+3421,0.931,0.6377966314689806,0.5996674335796499
J0226-1843,0.154,0.6405088128399985,-0.32685769703841117
J0227+3931,0.179,0.6419478043742325,0.6898972281753626
J0227-3026,0.284,0.6443564102291977,-0.5311794625727255
J0227-0621,0.193,0.6446420213621479,-0.11086108772529342
J0228+5005,0.258,0.6458056900430399,0.8744051569996758
J0228+4212,0.152,0.6466784670973298,0.7365456440397411
J0228-5546,0.201,0.647342501464084,-0.9733278507992015
J0228+6721,0.947,0.6494116705228556,1.1754939379214295
J0228-0337,0.595,0.6496414525000254,-0.06330273281985936
J0229-5403,0.306,0.6510649199850614,-0.943466980435202
J0229-3643,0.35,0.6522040198842393,-0.6411022053931293
J0230+4032,0.424,0.6578226517346561,0.7076974078415033
J0231-1606,0.162,0.6592279584870487,-0.28123564991745464
J0231-4746,0.438,0.6597202057678493,-0.8337417624894546
J0231+1322,1.431,0.6621993029260307,0.23355761560354976
J0231-3935,0.276,0.6626299818994159,-0.6910886342832258
J0232-5127,0.161,0.6643474908212996,-0.8980513506899223
J0232+2317,0.269,0.6647345713972479,0.40664648844417567
J0232+2628,0.415,0.665233935985294,0.4621175689846596
J0233-5030,0.319,0.6717201368275127,-0.8814866731176032
J0235-0402,0.172,0.6768489938741807,-0.0704207242344547
J0236-1307,0.178,0.6813787857082791,-0.22921692047339057
J0236-2953,0.397,0.6829451123195818,-0.5218318256438632
J0236+3612,0.162,0.6834622312694438,0.6320044696031857
J0236-6136,0.292,0.6845505480505968,-1.07519643062289
J0237+0919,0.231,0.6879891024404832,0.16261447631458056
J0237+2848,2.64,0.6888527800025516,0.5026984095667055
J0238+1636,1.319,0.6922361318825808,0.29001202720128166
J0239-0234,0.693,0.6970752148951443,-0.04499514332504142
J0239+0416,0.527,0.6974963317913342,0.07457118889964064
J0240-2309,1.145,0.6987261635770636,-0.4041199815742848
J0240+1848,0.284,0.701245390945292,0.3281221657315703
J0240-0504,0.159,0.7022166991807841,-0.08863461592230479
J0241-0815,1.087,0.7028439809132043,-0.14409027153374784
J0242+1742,0.209,0.7086231852364662,0.30920858701215215
J0242+1101,0.845,0.7089797114967528,0.19228063532315906
J0242-2132,0.317,0.7094697867880213,-0.37595329974568376
J0243-0550,0.514,0.7121284762900154,-0.10207895245481996
J0243-5612,1.662,0.7131509159821623,-0.9810807953712594
J0244+1320,0.216,0.7189079065546473,0.23274557751015176
J0244+6228,0.79,0.7197808192355644,1.0902805948417378
J0245+2405,0.245,0.7211741159410417,0.42050399235871094
J0245-1107,0.189,0.7217628870562388,-0.19410393963203604
J0245-4459,0.45,0.7238833639226415,-0.7852993385403587
J0246-4651,0.341,0.7243202198344156,-0.8177703011920121
J0246+3536,0.254,0.725844349984003,0.6215214338912685
J0246-2935,0.181,0.7258723620821652,-0.5163552838112891
J0246-1236,0.274,0.7285636834234074,-0.22006079755372218
J0247+3254,0.354,0.7316734588701775,0.5743676727772736
J0248-1631,0.279,0.7336005888892647,-0.2884950990558899
J0249+0619,0.538,0.7387117777497485,0.11049848165903896
J0250-2627,0.203,0.7443515965155657,-0.461845708210055
J0250-3616,0.188,0.7457895050729988,-0.6331462760232196
J0251+4315,0.843,0.7486398384900127,0.7549316436147576
J0251+7226,0.158,0.7488443370458617,1.264470809807243
J0251+5616,0.344,0.7501009240745258,0.9821332458302093
J0251+3734,0.212,0.7504312200723722,0.6557499030055888
J0252+1718,0.242,0.7510528980616187,0.3021489215922764
J0252-7104,0.302,0.7538478665077111,-1.2405180313381843
J0252-2219,0.321,0.7539788661944323,-0.3896227729403611
J0253+3835,0.4,0.7555012604686345,0.6735274025059508
J0253-7513,0.177,0.755646291293545,-1.312859381379862
J0253+0005,0.269,0.7563846425797918,0.0017450761792527903
J0253-5441,0.929,0.756976960349473,-0.954653581251804
J0253+1805,0.15,0.757391609055455,0.31581987419590163
J0253+5102,0.306,0.7590442707780353,0.8909734012008027
J0254+2343,0.301,0.7610157761569648,0.41406228005608825
J0254+3931,0.319,0.7623185149997613,0.6898642286049373
J0256-2137,0.197,0.7688785437783937,-0.37742330578072575
J0256+1334,0.274,0.7704890267834394,0.23695435997670605
J0256-3315,0.242,0.7710430287582752,-0.5804251304828951
J0257+6556,0.29,0.7724058592872179,1.1509255139997585
J0257-1212,0.268,0.7752901319405339,-0.2129368637293561
J0257+1847,0.164,0.7756263886013861,0.3278569990218677
J0257+7843,0.232,0.776131209015952,1.3740931548471076
J0257+4338,0.194,0.7766044474068148,0.7617279852956581
J0258-3909,0.373,0.7776928924696679,-0.6834936443840605
J0258-2529,0.244,0.7778929158558706,-0.44505309824900036
J0258-5052,0.21,0.7794893539055373,-0.8878120675643758
J0258+0541,0.222,0.7803458956162369,0.0992318649623638
J0259+0747,0.432,0.7830039080032033,0.13603698813449422
J0259-0019,0.774,0.7831085940880128,-0.005817644666742038
J0259+1925,0.175,0.7831914810831869,0.3390996690739849
J0259+4235,0.26,0.7837760530089257,0.7434608723132997
J0300-0531,0.181,0.7854927065740318,-0.09638271725416978
J0301-1812,0.152,0.7902497767832102,-0.31773632764810356
J0301-3126,0.194,0.7909428008506739,-0.5486917074181831
J0301-1652,0.155,0.7909703209114312,-0.2945975256060213
J0301+0118,0.232,0.7914782348493742,0.02286379487516857
J0301+0602,0.359,0.7922132303765238,0.10543380049017034
J0301-7156,0.236,0.792557340800844,-1.2556402805320839
J0302+5331,0.247,0.7957781805654528,0.9342674035198517
J0302+1218,0.331,0.7963462339679301,0.21495064105549097
J0303-2407,0.169,0.8004154753003294,-0.42097063958637565
J0303+4716,1.875,0.8010510197123167,0.8250378656751367
J0303-6211,1.363,0.802170149117861,-1.0854277761364426
J0304+6821,0.521,0.8044516218448965,1.1931142248047193
J0304-4333,0.163,0.8049750987383353,-0.7601685969256681
J0304+4553,0.186,0.8051300449241703,0.8010895128762475
J0304+3348,0.422,0.8058594175822466,0.59013233151457
J0304+7727,0.266,0.8068107516152804,1.3519107895505342
J0305+1734,0.159,0.8079583022532523,0.30688266491846605
J0305+0523,0.196,0.8107193722601139,0.09410973797801368
J0306+6243,0.281,0.8146803922705816,1.0946221427106806
J0307+4915,0.266,0.8179074590063514,0.8596219421338925
