name,flux,ra,dec
J0541+1322,0.166,1.4895247308546853,0.2334820092493503
J0541-0541,0.862,1.4906626879268132,-0.09943251513993419
J0541+4729,0.385,1.4914744234722335,0.828777404203469
J0541-7332,0.213,1.4915857138102104,-1.2834731828310955
J0542+4951,1.158,1.4948845327768587,0.8700817024742746
J0542-0913,0.407,1.4963200362705829,-0.16101150047970203
J0543+8238,0.169,1.4994448713635258,1.4423631891598478
J0544-2241,0.275,1.501533451828794,-0.3959472459987327
J0547+2721,0.526,1.5165565059376362,0.47762313121891026
J0549+2737,0.172,1.5232750558454662,0.4820502758521351
J0549-2752,0.172,1.525152113895477,-0.48655345948728845
J0550-5732,0.603,1.5278597865719825,-1.0042643737868202
J0550+2326,0.224,1.5306094595788287,0.4092223897802645
J0551+0829,0.171,1.5323430395651867,0.14811650429303463
J0551-4515,0.171,1.534515131344447,-0.789962395304622
J0552+2007,0.178,1.536398894076779,0.35119800274226254
J0552-4522,0.201,1.5366198842487302,-0.7919173138742831
J0552+3754,0.307,1.5371941511687888,0.6616023594278148
J0552+1913,0.289,1.537772153457057,0.33558932858898427
J0552+0313,0.703,1.5395332231790764,0.05627350783291174
J0553-0730,0.166,1.5417075932675088,-0.13109358015059172
J0554+6857,0.166,1.5446750742020254,1.2036684549693752
J0555+3948,4.329,1.5512199588314604,0.6948794008915793
J0555+3922,0.421,1.553097065459802,0.6871157567239861
J0557+2413,0.817,1.558049139051922,0.4229286628543692
J0557-2214,0.198,1.5598800914663031,-0.3882344305701317
J0558+3418,0.216,1.5620761244359673,0.5988825203268963
J0558-1317,0.671,1.5622548821487874,-0.23203762275695425
J0558-5029,0.166,1.5629194189522,-0.881336757770615
J0559+3749,0.21,1.5664658845771875,0.6602945141152371
J0559-4529,0.525,1.5672725347422216,-0.7940293378687115
J0559+5804,0.322,1.5674070451587334,1.0134712268828594
J0559+2353,0.42,1.568762518979435,0.41710424732823814
J0559-1817,0.18,1.5698075639578872,-0.3193349915016209
J0600-3937,0.306,1.5730810706325604,-0.6914519163251959
J0601-7036,0.408,1.5759776099689136,-1.2322450767268398
J0601+2324,0.185,1.5786035505491556,0.4086663485336419
J0602+4212,0.212,1.5838095061338113,0.7365774694399121
J0603-7934,0.217,1.5843334642290694,-1.388944774111376
J0603+1742,0.366,1.5845502677924772,0.3090047771583779
J0603-1716,0.318,1.5880847180618396,-0.30149698996881313
J0604-4225,0.362,1.5900803718890215,-0.7404563890411626
J0604+0204,0.162,1.5906550960853443,0.0363425448402472
J0604+4413,0.347,1.5908406176762362,0.7720102693100203
J0604+1055,0.232,1.5918398789595842,0.19072752058764655
J0604+2429,1.286,1.5922581596230176,0.42758160306003024
J0605+0939,0.251,1.5933483871760914,0.16849025988644262
J0605+5753,0.177,1.5956838133390159,1.0103340443369198
J0605+0239,0.683,1.5957937598461909,0.04648754576441459
J0605+4030,0.656,1.5963112493149085,0.7068976342252404
J0606-0724,0.38,1.6001430446385045,-0.12930092949569988
J0607+4739,0.209,1.6030307396643173,0.8318769702498168
J0607+6720,0.651,1.6051699770021275,1.1754569986095875
J0607-6031,0.207,1.6053456120300276,-1.0564671477641747
J0607-0834,2.312,1.6056810399503734,-0.14975884069624137
J0608-1520,0.212,1.6058143172190467,-0.2677964301085299
J0608-5456,0.234,1.6092706258253047,-0.9589754387039768
J0608-2220,0.678,1.6100434612541903,-0.389891800560776
J0609-1542,3.724,1.61304416954884,-0.274213879328705
J0610-1847,0.246,1.615730270901178,-0.32802538043715573
J0610-2301,0.235,1.617250256111958,-0.40193882857884333
J0610+7248,0.349,1.617983708840771,1.2708575400205488
J0612-4337,0.239,1.6252364379282909,-0.7614889880527599
J0612-3138,0.263,1.6253134574174082,-0.55238795838737
J0612+4122,0.284,1.6268784999027135,0.7221658941737032
J0613-0008,0.175,1.630131301591026,-0.0024906993555873862
J0613+1708,0.26,1.6301637080646345,0.29915402056558366
J0613+2604,0.285,1.631165750093813,0.4551271817914479
J0613+1306,0.332,1.6317150630961694,0.22885824164035992
J0614-2536,0.269,1.6331344569100092,-0.44706378231840566
J0614+6046,0.521,1.6336184481289495,1.0606838844233508
J0614+5102,0.175,1.635457818339035,0.890763292744646
J0615+4819,0.289,1.6365409404385578,0.8433078463304191
J0616-1041,0.206,1.643649831342823,-0.1865003339150182
J0617-2200,0.205,1.645121372394942,-0.38410901840951023
J0617+5701,0.362,1.6462034640957075,0.9952081838143909
J0617+7816,0.245,1.6491130940559493,1.3660468750178099
J0618+4620,0.164,1.6499327347793282,0.8087478186664638
J0618+4207,0.19,1.6499630009702193,0.7353646487239034
J0618-1418,0.15,1.6500151224648922,-0.24980760594841106
J0618-7843,0.199,1.6515293477255304,-1.3738753884679695
J0619-1140,0.43,1.6539978140832379,-0.2038878599077152
J0620+2102,0.235,1.6594829366089132,0.3672441693191969
J0620-2827,0.406,1.6601978145984397,-0.49672111410640757
J0620-2515,0.696,1.6603984023077674,-0.44078040803085317
J0621-1402,0.26,1.6656863544787903,-0.24518771878812426
J0621-5935,0.157,1.6662886435326545,-1.0399668636297943
J0623-6436,0.334,1.6717124506054897,-1.1275831611883333
J0623+2241,0.168,1.6724481958242752,0.3960722927794671
J0623+5849,0.23,1.6727365858850047,1.02655358847957
J0623+3830,0.249,1.67325730319473,0.6721932418946134
J0623-4413,0.181,1.6734643185880826,-0.7717387580375983
J0624+3856,0.424,1.6768993492309312,0.6797511345781208
J0624+1053,0.157,1.6775056918847049,0.19004351892702886
J0625+4440,0.344,1.6812077008162978,0.7795882842823249
J0625-6020,0.198,1.6816457663866877,-1.0531583704093872
J0625-1133,0.191,1.683467289732507,-0.20170357574311432
J0625-5438,0.244,1.6836777292436855,-0.9537773781161926
J0626+8202,0.617,1.6844613478257444,1.431875719972261
J0627-3529,0.326,1.689095427518695,-0.6193753646802673
J0627+0324,0.151,1.6913901098428958,0.059629593549108635
J0628-6712,0.203,1.6958497397319525,-1.173091084380791
J0628-2805,0.171,1.6961167151845367,-0.4902406025042553
J0628+2835,0.196,1.6966286582150578,0.4991177623712977
J0628-6248,0.238,1.6971500118427396,-1.0962836958192097
J0629-1959,0.906,1.6990607089324208,-0.3488705849983702
J0630+1738,0.25,1.702223874946396,0.30782241888583844
J0630-1323,0.337,1.7056159624174978,-0.2337504572265281
J0631+2020,0.208,1.706136615440929,0.3551706771160884
J0631-4154,0.356,1.7069318656970656,-0.7314235980192757
J0631-1410,0.546,1.7075302331415445,-0.24740887196658343
J0631+5311,0.239,1.7085817326384591,0.92835882433868
J0632-2614,0.325,1.7108954909023304,-0.45792608006451735
J0632+1022,0.188,1.7115372080348277,0.1809407932407538
J0632+3200,0.156,1.7126612607233034,0.5587653744087158
J0632+1554,0.157,1.71286000427411,0.2776168301411628
J0632+1559,0.435,1.7135595707809972,0.2792411404929667
J0633-1802,0.154,1.7155089059696589,-0.3149927710991396
J0633-2223,0.357,1.7167315469988702,-0.3907712370157896
J0634+1414,0.463,1.7223858602877928,0.2485570760364347
J0634-2335,0.613,1.7234399867961199,-0.41166478574284326
J0635-262A,0.165,1.7250331810059276,-0.45979665971899214
J0635-5827,0.158,1.7264818719165915,-1.020194767341519
J0635-7516,2.996,1.7268947853289647,-1.3137326737910948
J0636-2113,0.254,1.7279197145878453,-0.3703598354461179
J0636-0547,0.263,1.731390580767228,-0.10097479089597813
J0638+5933,0.692,1.7368114593230228,1.0394512659283008
J0639-3346,0.429,1.7424861576212762,-0.5893400607778732
J0639+7324,0.788,1.7425629973414805,1.2813530610422328
J0639-4113,0.15,1.744281281044108,-0.7195223958963151
J0641+1813,0.152,1.7505238494125455,0.31800802431327707
J0641-3554,0.215,1.7510068615744974,-0.6267356629668365
J0641+0947,0.186,1.752979455966158,0.17077237833681994
J0641-0320,0.688,1.753411067454418,-0.05841317478836558
J0642+6758,0.295,1.7543655049737503,1.1864148094505333
J0642+8811,0.192,1.7545020986588904,1.5393562350604333
J0642+5247,0.172,1.7560791633356938,0.9215303206999511
J0643-2451,0.243,1.7589623762832653,-0.4338176435819363
J0643+0857,0.503,1.760342358889988,0.1563912554784372
J0643-1335,0.406,1.760772634619594,-0.2373157072727189
J0644+5955,0.205,1.7631274259377898,1.0458439365636412
J0644+8018,0.15,1.7641051557486547,1.4015301060312102
J0644-3459,0.33,1.7646210313695907,-0.610777726419693
J0644-6712,0.278,1.7648219706900405,-1.1731393365774747
J0644+3914,0.44,1.7666884170654769,0.6849812943403617
J0645+2121,0.475,1.768898436376546,0.3728760243173219
J0645+0541,0.162,1.7705839181430452,0.09930144217362498
J0646+3041,0.298,1.7726173352229204,0.5356397612864958
J0646-3903,0.172,1.7737577950244738,-0.681740655803125
J0646+4451,2.874,1.7738381870714823,0.7828606006909293
J0647-1605,0.422,1.7780517685874624,-0.28083976415542994
J0648-3044,0.723,1.78126096060642,-0.5364931698887812
J0648-1744,0.525,1.782308307892322,-0.3095314240060707
J0648+2053,0.204,1.7826148565767557,0.36452617854704167
J0650-1632,0.179,1.7890510886424897,-0.28856275378698
J0650-1637,1.354,1.7907501264540113,-0.29020813869861356
J0650-0152,0.162,1.7908313121167752,-0.03268693851690422
J0650+6001,0.935,1.7912353628199287,1.0477044469288475
J0650+5616,0.179,1.7924670073482525,0.9822058076514542
J0651-2101,0.28,1.7975524165321317,-0.3668677994410171
J0653-0625,0.359,1.802095907382807,-0.11215049484635795
J0653-1929,0.284,1.8062561952700775,-0.34024067627866567
J0653+3705,0.486,1.8062908991060358,0.64742313155461
J0654+5042,0.184,1.8080224347300635,0.8849976715917319
J0654+4514,0.312,1.8081402810337652,0.7895847542934517
J0655+4100,0.267,1.8115081181730193,0.7156342521814864
J0656+1354,0.153,1.8157375917117815,0.24285677320051866
J0656-0323,0.809,1.8159511333275393,-0.059083189186432315
J0656-1406,0.193,1.8171924780322355,-0.2462584533163182
J0656-1408,0.155,1.8172858495111146,-0.2468698634850938
J0656+3209,0.177,1.8181159635917246,0.5612811561333902
J0657+2423,0.222,1.819918480738322,0.4258380081804987
J0657-3203,0.211,1.8207052692746348,-0.5595371598281308
J0659+0813,0.521,1.8295410998419528,0.14355795348105752
J0659-2745,0.3,1.8318624568330548,-0.48441861419781873
J0700+1709,0.962,1.832706655211674,0.29942917768536886
J0701+6936,0.199,1.8374402205627614,1.214891781052579
J0701-4634,0.472,1.8394713439163892,-0.8129192243253104
J0702+2644,0.354,1.8436342589605164,0.46663814642569423
J0702+8549,0.18,1.843708902402023,1.498037813876209
J0702-1015,0.225,1.8439226692379764,-0.17892735950207475
J0702-2841,0.242,1.8442605246931458,-0.5008612470041981
J0702-1951,0.818,1.844442185033956,-0.346554687736538
J0703-0051,0.427,1.8470737026683786,-0.014850607167227884
J0704+4700,0.278,1.8507441044871602,0.8205764419027382
J0705-1324,0.193,1.8587481354948652,-0.23412882182211744
J0706+4647,0.416,1.8622714422732856,0.8167968817626236
J0707+6110,0.339,1.8631837545985137,1.0676160029753015
J0708-1421,0.246,1.8677477728482983,-0.25053142341740353
J0709+3737,0.182,1.8725363035626303,0.6567925216370114
J0709+5010,0.188,1.8743529122794422,0.8758462518011026
J0709-0255,0.354,1.8751420858081778,-0.05099026320273218
J0710-3850,0.461,1.8794022716148993,-0.6779490861009089
J0710+4220,0.158,1.8794524339774867,0.7391229108050814
J0710+4732,0.493,1.8795817876732792,0.8296671921093134
J0711-0137,0.151,1.8843301014928782,-0.028494425476341956
J0712+5033,0.332,1.8881323521737845,0.8823740249801442
J0713+4349,0.828,1.892094290809215,0.7648285242661013
J0713+1935,0.258,1.8933680192982394,0.3417956295246196
J0714+3534,0.522,1.8954870164890467,0.6209483725331499
J0714+7408,0.202,1.8963093244391331,1.2939199334872333
J0714+6814,0.172,1.89792712233724,1.1908988709190322
J0715-6829,0.221,1.898736366061543,-1.1955419474933884
J0716-6240,0.16,1.9048589089372632,-1.0938693707626927
J0717+0242,0.183,1.9102940156352861,0.047396828901041
J0717+4538,0.69,1.9105430221960005,0.7964677245191102
J0718-1813,0.298,1.9121651293120308,-0.31796047567820723
J0719-6218,0.192,1.9158242824110612,-1.0873519698329888
J0719-6326,0.217,1.9160343028250533,-1.1074070498791915
J0719+3307,0.185,1.9169110921731274,0.5780419389489447
J0719-3928,0.171,1.918355299914719,-0.6890593621663985
J0720+4737,0.336,1.9214255383452217,0.8312815380370482
J0721-1530,0.16,1.925206626472615,-0.2707248594464771
J0721+0406,0.441,1.9259642829911625,0.0717728502470033
J0721+7120,1.212,1.9281123834018026,1.2451778278274048
J0724-0715,0.757,1.9385730248910502,-0.12663504208618576
J0724-3931,0.184,1.9406138179505104,-0.6897879848661914
J0725+1425,0.698,1.9429010880795445,0.2516849459902993
J0725-2640,0.311,1.943454167066094,-0.46557956729155714
J0725-1904,0.209,1.9453269350240814,-0.3328685849962663
J0725-0054,1.915,1.945361431165859,-0.0159820915161401
J0726+7911,0.699,1.946895527145475,1.382160250103322
J0726+2153,0.456,1.9470791863973334,0.38203373335342944
J0726-4728,0.157,1.9479503563669922,-0.8287083274168895
J0727+4844,0.211,1.9506309200077796,0.8506062177171334
J0728+6748,0.461,1.955561115897726,1.1835612560464936
J0728+2153,0.512,1.9562674401013105,0.38196719839649856
J0728-4745,0.188,1.9564787311877199,-0.8334772475147835
J0728-0453,0.204,1.958274927115377,-0.08546188135887166
J0728+5701,0.292,1.95837807643778,0.9952467324652474
J0729-3639,0.369,1.959525634275235,-0.6398824586773536
J0729-1320,0.192,1.9604278244907443,-0.2327215782148281
J0730-1141,4.318,1.9648853067521561,-0.2039737237558541
J0730-0241,0.292,1.9653772801617082,-0.04695374216383721
J0730-3208,0.195,1.9662805451364262,-0.560930301175064
J0730+4049,0.226,1.967229437890169,0.7126316371388695
J0731-2341,0.79,1.9683436400857905,-0.4135842262290972
J0731-2224,0.449,1.9701500854594798,-0.3910549169661631
J0731+2451,0.228,1.970312771453327,0.43399841562287933
J0731+1433,0.172,1.972149112862662,0.2541223296096732
J0732+0150,0.215,1.973879295347465,0.03216925131692653
J0732-4640,0.205,1.9754442571112927,-0.8145704103720081
J0732+2548,0.338,1.976314507728768,0.4504830334879683
J0733+5022,0.575,1.9804047820239832,0.8791081005490369
J0733+0456,0.497,1.9807639792925236,0.08617319107122386
J0734-7711,0.228,1.984106265684193,-1.3471686798916125
J0734-0519,0.288,1.98467967179332,-0.09305873711197016
J0735+4750,0.484,1.985480135929709,0.834890016349671
J0735-1735,0.756,1.9886436002495422,-0.3071222065101655
J0736-1853,0.156,1.9898482510793223,-0.329624457691299
J0736+2954,0.292,1.990668809773166,0.5219610021160146
J0736+2604,0.243,1.9938985845327142,0.45519130048547346
J0737+5941,0.164,1.9962266528965666,1.0416861644957656
J0737-3954,0.197,1.9980994925584972,-0.6965514756690226
J0737+6430,0.312,1.998327844311067,1.1259475226315752
J0738+1742,0.803,1.9989396823521568,0.30901538333031675
J0738-3322,0.315,1.9996345409061085,-0.5824201373747012
J0738-0626,0.533,2.0025599164996413,-0.11256431750254944
J0739+0137,1.068,2.004076778734613,0.028238543821297167
J0740-2444,0.327,2.0081988659460466,-0.43185594372939207
J0741+3112,2.117,2.0122703289371398,0.5445438364577097
J0741+2706,0.418,2.0133633084381115,0.4732042940620367
J0741-4709,0.162,2.0147823043168818,-0.8230487803945945
J0741-2647,0.191,2.0155412123092247,-0.46760518944010476
J0742+4900,0.443,2.0160551954114756,0.855287007656855
J0742+1947,0.173,2.0171799401957218,0.34537878141294814
J0742+5444,0.238,2.018748945596538,0.9553964659095794
J0743+1714,0.241,2.020589987177549,0.30089675994289355
J0743+3941,0.244,2.0209375793882822,0.6927540530536411
J0743-5619,0.433,2.0217083311122073,-0.9830710419260119
J0743-6726,1.521,2.0225174721529724,-1.1770575442674083
J0743-4434,0.231,2.0226008832559765,-0.7778598925295751
J0743-3803,0.231,2.023478051485942,-0.6643712230085258
J0743-0440,0.192,2.0240297273004955,-0.0815482352808638
J0744-6919,0.15,2.026064990502387,-1.2098387558711943
J0744-0629,0.709,2.0261568278368536,-0.11332963007754537
J0744-141A,0.164,2.0286143818143008,-0.24849814843641824
J0745+2614,0.174,2.029375952160974,0.457905412505773
J0745-2451,0.446,2.0296916336443287,-0.43392650301563485
J0745+1011,1.953,2.0313494117996114,0.17779422925919652
J0745+3142,0.434,2.0319756874224395,0.5535438612499959
J0745-0044,1.725,2.03287823310334,-0.012884116676775104
J0746-1555,0.169,2.034634740971027,-0.2779666929282907
J0746+2549,0.36,2.0351902021138395,0.45059618458933476
J0746+2734,0.509,2.036248899203145,0.48141536535827645
J0747-1237,0.186,2.0384032188764087,-0.22029031804663304
J0747+7639,0.53,2.0387341946799986,1.3378786070242883
J0747-3310,0.786,2.039103305927745,-0.5790952570304586
J0748-1639,0.492,2.042259486043223,-0.2908409565426991
J0748-5258,0.192,2.0429568028207044,-0.9245967028012309
J0748+2400,0.722,2.0446611658499396,0.41899590891171046
J0748-1650,0.168,2.0455752299039602,-0.2939299265981953
J0749+7420,0.362,2.0480316445450164,1.2975630573127288
J0750+1823,0.259,2.050785865443561,0.3209049978245224
J0750+4814,0.544,2.0522480428769656,0.8420901264752
J0750+1021,0.223,2.05315282796074,0.18077136099181193
J0750+1919,0.217,2.053665691143387,0.33736894061625505
J0750+7909,0.188,2.0539082142422624,1.381510532575459
J0750-0706,0.184,2.0541905965160967,-0.1239379056230048
J0750+1231,2.358,2.054546743894491,0.21848045257907098
J0750+8241,0.493,2.054961968704571,1.4433777502660663
J0751+3313,0.463,2.059028421582602,0.579836283348913
J0752+3730,0.159,2.0624634224821308,0.6546163361879908
J0753+5352,0.696,2.063952529473229,0.9404398190335037
J0753+4231,0.266,2.0640945480052943,0.7422049737200628
J0754-1147,0.908,2.0701391293504336,-0.205740133094554
J0754+4823,0.408,2.0715364177693543,0.8446945048457712
J0755-4239,0.194,2.074263629043226,-0.7446655108288123
J0756-1542,0.526,2.080628742650766,-0.27404304718025896
J0756+6347,0.285,2.080913189430939,1.1135153896048287
J0757+0956,1.108,2.081788222105121,0.17353834098638868
J0757-7353,0.292,2.082328851658116,-1.2895528637171199
J0758+3747,0.152,2.087712537756605,0.6595008165233954
J0801+4401,0.228,2.0993602860987135,0.7682849976362889
J0801-2831,0.158,2.1021395577807342,-0.49774303861129615
J0802-1042,0.185,2.1035528990836165,-0.18683127684824077
J0802-1751,0.192,2.105383982979468,-0.31175691747901
J0802+2509,0.218,2.1061460716889284,0.43900314225939213
J0802+1809,0.487,2.106614731935719,0.31701602696907244
J0803-0805,0.156,2.1103435489064566,-0.14118448488548174
J0803+6403,0.178,2.111278209809146,1.1179530682212353
J0803+0421,0.237,2.1115898270024496,0.0759351074716872
J0804-2749,0.47,2.1155900308181774,-0.48554730587448364
J0805+1121,0.154,2.116830265493469,0.19837213732420725
J0805-0111,0.278,2.1171489946125863,-0.02071994412309086
J0805+6144,0.606,2.1175337732446953,1.0775648283582495
J0805+2106,0.376,2.1190140074182082,0.3685146013660779
J0806-2652,0.383,2.1215002539540606,-0.46907327609778326
J0806-1724,0.156,2.1223906008015976,-0.30390222976239034
J0806-2911,0.168,2.1230072459157796,-0.5095144648869513
J0806+4504,0.368,2.1230092326822447,0.7867181790848256
J0806-6101,0.184,2.124160431567408,-1.0650869905398253
J0807+5117,0.191,2.1250120719572356,0.8952505276580575
J0807-0541,0.194,2.1256377739485166,-0.09926034301495491
J0807-1207,0.197,2.1275562755688364,-0.21168766084938773
J0807+1352,0.193,2.1277385191405047,0.24210316252486228
J0807-4827,0.681,2.12791841524433,-0.845888395090455
J0807+0432,0.263,2.1291226827561727,0.0792890048358903
J0808-0751,1.302,2.130431499562645,-0.13705627767702597
J0808+7315,0.355,2.1305009801747805,1.2785118044524006
J0808+2646,0.182,2.131975307790494,0.46734458293636805
J0808+4950,0.623,2.132186301443711,0.8699328482874715
J0808+4052,0.854,2.133421540404907,0.7134755151283675
J0809+5341,0.197,2.1366999022946707,0.9370725761061379
J0809-4916,0.477,2.1370092217620136,-0.8600587479644133
J0810+4134,0.2,2.142318514146523,0.7254888007444874
J0811+5714,0.33,2.142435962733322,0.9989706854942475
J0811-4929,0.561,2.1430318685363345,-0.8638580292584855
J0811+0146,0.697,2.144333867650417,0.031087320695506515
J0812-1810,0.266,2.14882871762928,-0.3172757132479611
J0812+0712,0.161,2.149506330948503,0.12566729226190954
J0812-4751,0.659,2.149734697681816,-0.8353968691274287
J0813+2542,0.373,2.1513971225580653,0.44860310124428987
J0813+2435,0.2,2.1545462577247396,0.42934687512279696
J0814+6431,0.159,2.1583316310717793,1.1261350406609654
J0815+0154,0.31,2.1615147080200274,0.03344962791051576
J0815+3635,0.755,2.1617317130962417,0.6385730613307387
J0816-2421,0.639,2.1671471428795552,-0.4250195281737943
J0817+2352,0.232,2.169338646065312,0.4166680446059365
J0817+3227,0.334,2.17064725292322,0.5663735350472303
J0817+5537,0.173,2.1715546514193833,0.970855313824624
J0817-0933,0.181,2.1721894794464345,-0.16682694132889384
J0817-2936,0.269,2.1728513050262985,-0.5167697867095566
J0818+4222,0.95,2.1740984434968906,0.7396580040767264
J0818+0742,0.16,2.1758058706697945,0.13441644759691182
J0818+0517,0.204,2.1770245781632043,0.0923922290318893
J0819+3226,0.218,2.1774675798156067,0.5662488826139441
J0819+2747,0.201,2.178669467643737,0.48505943059497786
J0820-1258,0.387,2.185839272647836,-0.2265978864761276
J0821-0323,0.205,2.1889365079766527,-0.059111096128507075
J0822-4310,0.159,2.1923400898225975,-0.7535276918438818
J0822+5112,0.167,2.193070225262279,0.8937513733155102
J0822+4041,0.329,2.1945737974694954,0.7102993941413718
J0823+2223,0.528,2.1965520750895333,0.39067881232954826
J0823+2928,0.483,2.197742734487364,0.5144270733364321
J0824-1827,0.203,2.199410547558625,-0.32221123481619435
J0824+2438,0.191,2.2015153617675987,0.4301418052564601
J0824+5552,0.784,2.2025499829852597,0.9752641421000138
J0824-2428,0.151,2.202697151474893,-0.4272786775579203
J0824-1527,0.189,2.2028688775470453,-0.2698759710045476
J0824+3916,1.02,2.203149757528726,0.6855357762322605
J0825+1332,0.254,2.2043429147836053,0.236358978281523
J0825+6157,0.365,2.206286138411003,1.081370028015334
J0825+0309,1.105,2.2071388891938453,0.05509674770394807
J0825-3218,0.322,2.207214104448848,-0.5638539863202534
J0826-2230,1.083,2.207955890034009,-0.3928309658068032
J0827+3525,0.384,2.215011041450662,0.6181620611867951
J0827+5217,0.245,2.216109865186634,0.912798940040458
J0828-3731,1.804,2.2169157778046156,-0.654819811132474
J0830+2410,0.844,2.2290826110645447,0.4220779195152957
J0831+0429,0.685,2.233212552039446,0.07843842158229432
J0831+7035,0.157,2.2338584099655936,1.232087326936209
J0832+1832,0.346,2.2351879239771675,0.3235265111104692
J0832+4913,0.413,2.2357098106574913,0.8590948763102164
J0832+1554,0.2,2.237613698272374,0.27754915737500374
J0833+1123,0.238,2.23942954384397,0.19885232462228342
J0833+0350,0.234,2.2397601572735746,0.06706113360623159
J0833+4224,0.267,2.2423034203708747,0.7400285746621342
J0834+6019,0.298,2.2440240734306838,1.05295261213791
J0834+5534,1.792,2.246740820292137,0.9699234396309734
J0835-5953,0.163,2.2492219683576335,-1.0452142569185137
J0836+0053,0.209,2.2526231082697885,0.015417094306386384
J0836+2728,0.371,2.253139245762835,0.47963845781564446
J0836+4125,0.213,2.254157644363265,0.7231224483895672
J0836-2016,1.78,2.2543265482380166,-0.3540085462884336
J0836-2233,0.285,2.255166748358207,-0.39362065757712333
J0837-3409,0.317,2.255861086440432,-0.5961019779724582
J0837+5825,0.844,2.2574677365569964,1.0195721159918452
J0837+2454,0.47,2.2587648071521587,0.4346990798933844
J0839+2850,0.154,2.265715724669723,0.5034247212566432
J0839+1802,0.213,2.266798825607129,0.3149695955507415
J0839+0319,0.483,2.268142328723545,0.05814787073094706
J0839+0104,0.431,2.268172519938,0.018746467322049192
J0839-1214,0.287,2.2682431993731655,-0.21367836395318382
J0840+1312,1.018,2.2723887559543288,0.23049770120766436
J0841+7053,2.05,2.2750632438131015,1.2373520119775296
J0841-3136,0.265,2.2756622699012072,-0.5516971002977485
J0842+1835,0.595,2.2780251327126946,0.32453908050512303
J0842-6053,0.222,2.2795862499525126,-1.062858979283996
J0843+6833,0.26,2.28558875933609,1.1965063720775886
J0844+3830,0.211,2.288497371987544,0.6722218539981873
J0844-3742,0.169,2.290186224275717,-0.6580345877202243
J0845-5458,0.464,2.290925187954365,-0.9593907165284321
J0845-3347,0.153,2.2913369231967713,-0.5898294858612733
J0845-6527,0.265,2.2915689439950393,-1.1424302890416975
J0845+0439,0.384,2.291991368579171,0.08138739567568047
J0845-5555,0.307,2.294357458795334,-0.9760595893844306
J0846-2610,0.177,2.295161334541356,-0.45695706414931286
J0846-3424,0.185,2.2959001825192193,-0.6005560907060643
J0846-2607,0.331,2.29922525167415,-0.4560674275538184
J0847+4609,0.245,2.3019655484813666,0.8056052250665481
J0847-0703,0.342,2.3035973362115367,-0.12312765712234788
J0847-0520,0.341,2.3037418860527943,-0.09324857909574073
J0849-5905,0.395,2.3092798674747517,-1.0312024493659555
J0849-3541,0.352,2.311515769218685,-0.6227978510115241
J0849+5108,0.274,2.3124141322180325,0.8925857362668322
J0850-1213,0.613,2.313261981752725,-0.2133925651246169
J0850+3747,0.204,2.3143596601890977,0.6594895191525914
J0851-5228,0.287,2.32098604529506,-0.9157780409892834
J0852+2833,0.333,2.321663846891676,0.49858108341954577
J0852-5755,0.378,2.3241041269091847,-1.0109810459870225
J0853+6722,0.162,2.3281472853140213,1.175846068715439
J0853+0654,0.543,2.3291557005584074,0.12065672051773177
J0854-2540,0.307,2.332354732070403,-0.4480688672564132
J0854+0720,0.165,2.3325624709754518,0.1281077773313642
J0854+5757,0.605,2.333068616822141,1.0115634501895896
J0854+8034,0.186,2.333548752172431,1.406262113772903
J0854+2006,3.197,2.3335688365487983,0.3509597305382244
J0854+6218,0.171,2.3336925625031397,1.087583464487209
J0855-7149,0.187,2.3352338039334355,-1.2534685959478344
J0856-1105,0.466,2.341781281613085,-0.1935106189767741
J0856+2111,0.323,2.3429041547498746,0.36993057336495644
J0858-1950,0.526,2.3478578685878815,-0.3463360356512862
J0858+1409,0.228,2.3504819560647903,0.2471811040266484
J0900+4108,0.211,2.3577532038956166,0.7180235567796233
J0900-2808,1.412,2.3591061925129067,-0.4911179310378648
J0901+0448,0.244,2.3614206083295737,0.08406104107371969
J0902-1415,1.089,2.366145115712732,-0.24885910686337745
J0902+4310,0.371,2.367169698451034,0.7534691390533222
J0903-1721,0.152,2.369285898169938,-0.3028399930968802
J0903+4651,0.875,2.3695746282062617,0.8177068132405856
J0903-4805,0.16,2.3701155055960106,-0.8392916343790325
J0903+6757,0.481,2.373150002228704,1.1860612102043653
J0903+5151,0.199,2.3735441214993593,0.9049564321040233
J0904+4238,0.318,2.374784317777408,0.7441151406417432
J0904-3111,0.228,2.3751397419349938,-0.5443762754441328
J0904-3514,0.289,2.376729653107757,-0.6150557237477632
J0904-2552,0.442,2.3774428584173615,-0.4517094259812032
J0904-5735,0.759,2.3775150804326968,-1.0050467945639576
J0905+4850,0.295,2.380008336428991,0.8525446890311443
J0905+2849,0.193,2.3810487004343894,0.5030829250904298
J0906-2019,0.531,2.386105460038597,-0.35485842859840944
J0907+6815,0.156,2.390588135182375,1.191404998270079
J0907-2026,0.327,2.3906676828536355,-0.3568688067019005
J0908-4736,0.288,2.3941787307302786,-0.831023700546651
J0908+1609,0.185,2.3951680807251368,0.2821361785310344
J0908-4655,0.204,2.395243049743271,-0.8191127227860686
J0909+0121,1.556,2.3961982799329715,0.023734624093531793
J0909+0835,0.157,2.396348517438651,0.15000668321930738
J0909+4253,0.734,2.3979003797064995,0.7486807119436736
J0909+0200,0.195,2.3983622236426188,0.034932122212688085
